Membre de SDC,Catégorie,Château / Entreprise,Statut de la demande,Pôle concerné,Prénom,Nom,Région,Mail,Poste,Téléphone ,Nombre de bouteilles,Logistique,Suivi des étapes,Contexte de la demande/commentaires,Région/Appellation,Aspect RSE,Possible de démarcher à nouveau ? ,"Si oui, quel type ? "
Antoine/Cédric,Démarchage en nature,LES TERRASSES DE L'ARAGO,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DES HOSPICES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SERRE ROMANI,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU NADAL HAINAUT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,BENJAMIN ROIG & J.-FRANÇOIS DAUDIES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DES DEMOISELLES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE VAQUER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SARL CAVE TAMBOUR,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MAS BAUX,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE THUNEVIN-CALVET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LES VIGNERONS DES CÔTES D'AGLY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE CORPS DE LOUP,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIGNOBLES LEVET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE FINON,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE FRANÇOIS GRENIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE ROMAIN D'ANIELLO,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE BOISSONNET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE BAROU,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MOUTON PÈRE ET FILS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE EYMIN-TICHOUX,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE BONSERINE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,JONQUÈRES D'ORIOLA VIGNOBLES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE MADELOC,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE NIDOLÈRES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LAFFORGUE - EQUITET RANDO,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE MAS CREMAT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LE NEZ DU VIN,Validé,Défi de Bacchus,,,,,,,Lots pour les vainqueurs,Récupérées par Allan,,,,,,
Antoine/Cédric,Démarchage en nature,TERRES PLURIELLES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DEVEZA,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LES VIGNERONS DU CHÂTEAU DE CALCE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU CAP DE FOUSTE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE L'OU,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOM BRIAL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE BOUDAU,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE LAGUERRE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU PLANÈRES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,TERRES DES TEMPLIERS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE NIVET GALINIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE VAL DE RAY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE LA TOUR VIEILLE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MAS AMIEL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE CALADROY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LES AMOUREUSES,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE LA CAMARETTE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE AYMARD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE CHILDERIC,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LA CROIX DES PINS,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LES VIGNERONS DU MONT VENTOUX,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE SOLENCE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU JUVENAL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE LES HAUTES CANCES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU D’AIGUEVILLE,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE BOUTINOT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DES BOSQUETS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CLOS SAINT-JEAN,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE L’ORATOIRE SAINT MARTIN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE LA SOLITUDE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE  VERZIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,BROTTE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LES CAILLOUX – DOMAINE ANDRÉ BRUNEL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE MARCEL RICHAUD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE LA GARDINE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINES PAUL JABOULET AÎNÉ,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles Hermitage,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LA NERTHE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIDAL-FLEURY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DELAS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CLOS DE L’ORATOIRE DES PAPES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MAISON OGIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DAUVERGNE RANVIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PIERRE AMADIEU,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,FERRATON PÈRE ET FILS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CAVE DES HAUTES-CÔTES / NUITON-BEAUNOY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MAISON CHAMPY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LOUIS LATOUR,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DES MALANDES,Validé,Défi de Bacchus,,,,,,,3,,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE VINCENT GIRARDIN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DEVILLARD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PHILIPPE BOUZEREAU,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DES PERDRIX,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE CHAMIREY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU THIVIN,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE PIZAY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MAISON LE NID,Validé,Défi de Bacchus,,,,,,,1,Récupérées par Allan,1 bouteille,,,,,
Antoine/Cédric,Démarchage en nature,BOISSET LA FAMILLE DES GRANDS VINS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LES VINS GEORGES DUBOEUF,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MAISON PIRON,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE PONCIÉ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE LOUIS CLAUDE DESVIGNES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE CHIGNARD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE ANITA,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE LA CHAIZE,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DU MOULIN-À-VENT,Validé,Défi de Bacchus,,,,,,,2,Récupérées par Allan,2 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE WEINZAEPFEL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,FAMILLE HUGEL,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE MARCEL DEISS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LOUIS SIPP,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,AGATHE BURSIN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE ÉMILE BEYER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CAVE DE RIBEAUVILLÉ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE SANNES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU SAINTE-MARGUERITE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE MÉTIFIOT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE RIMAURESQ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE TERREBRUNE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU D’ESTOUBLON,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU MONTUS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE TARIQUET,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU BOUSCASSÉ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE JOSEPH MELLOT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,FAMILLE LIEUBEAU,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CAVE DE TAIN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PICHON BARON,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MONTVIEL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LA CENDRILLON,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DES CLOSIERS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,COMTE HENRY D’ASSAY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LANGLOIS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE LA TAILLE AUX LOUPS,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIGNOBLES EDONIS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,ANTOINE DE LA FARGE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE CHAVET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE HUET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE HENRY MARIONNET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Guigal,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DES BAUMARD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CLOS DE BREUILLY,Validé,Défi de Bacchus,,,,,,,9,Récupérées par Allan,9 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,LA PERRIÈRE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE CLAUDE RIFFAULT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,BAUDRY-DUTOUR,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE CHARLES JOGUET,Validé,Défi de Bacchus,,,,,,,1,Récupérées par Allan,1 bouteille,,,,,
Antoine/Cédric,Démarchage en nature,CASTEL CHÂTEAUX & GRANDS CRUS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MERCIER Champagne,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,ALEXANDRE BONNET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE GOSSET,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PALMER & CO,Validé,Défi de Bacchus,,,,,,,7,Récupérées par Allan,6 bouteilles + 1 magnum (pépite),,,,,
Antoine/Cédric,Démarchage en nature,BESSERAT DE BELLEFON,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,AYALA,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,FAMILLE MOUTARD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PHILIPPONNAT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,GONET SULCOVA,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,HATT ET SONER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE VOLLEREAUX,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE CHARPENTIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE ABELÉ 1757,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PERRIER-JOUËT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,TELMONT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE HENRIOT,Validé,Défi de Bacchus,,,,,,,7,Récupérées par Allan,6 bouteilles DDB + 1 lot pour les vainqueurs,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE DRAPPIER,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE LEGRAS & HAAS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,PAUL GOERG,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU TOUR DES TERMES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU CARBONNIEUX,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIGNOBLES GABY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LA FLEUR DE BOUARD,Validé,Défi de Bacchus,,,,,,,,Récupérées par Allan,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU CHASSE-SPLEEN,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU MONLOT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIGNOBLES K,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU HAUT CARLES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,LES VIGNERONS DE TUTIAC,Validé,Défi de Bacchus,,,,,,,12,,Souhaite les coordonnées du président pour envoyer,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU PETIT-VILLAGE,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,MOUTON CADET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU FLOUQUET INVICTUS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU PIBRAN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIGNOBLES PARENT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU POUJEAUX,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU TRONQUOY,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU FONBADET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CLOS FOURTET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE FERRAND,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU FOURCAS HOSTEN,"Contacté, refus",Défi de Bacchus,,,,,,,,,,"Non, mais possibilité d'organiser une déguste à l'EM",,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU OLIVIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU RAUZAN-GASSIES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE CHEVALIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DESTIEUX,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LAGRANGE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LA MARZELLE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE PRESSAC,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,BORIE-VIEILLE,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LASCOMBES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINES JEAN-MICHEL CAZES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE LA CENDRILLON,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE PAUL MAS,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE L’ACCENT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Muré,Validé,Défi de Bacchus,,,,,,,2,Récupérées par Allan,2 bouteille,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Sainte Marie,Validé,Défi de Bacchus,,,,,,,7,Récupérées par Allan,"6+1 Mec vénère, va casser les couilles si pas mis en épreuve et com dessus",,,,,
Antoine/Cédric,Démarchage en nature,Louis Roedeger,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne de sousa,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Alain Capelle,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Nicolas Feuillate,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Schaller Eugène,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vins d'Alsace Emile Herzog,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Baumann Zirgel,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Audubert Château Laborde,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vignobles LUQUOT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
